Chemical Formula,Trace,State,Date
L6E,"['E6L', 'L6E', 'EL6']",Solid,2012-04-24 18:53:13
3KA,['KA3'],Liquid,2010-10-04 03:56:58
M5D,[],Solid,2021-03-02 12:53:01
4GP,"['PG4', 'GP4']",Liquid,2016-04-28 05:05:40
SY2,"['SY2', 'SY2']",Liquid,2010-11-23 08:42:23
OA2,"['AO2', 'AO2']",Liquid,2015-06-18 02:06:28
1BW,['1BW'],Liquid,2017-06-29 19:13:32
QF3,['FQ3'],Gas,2011-08-28 00:37:06
SA8,"['AS8', 'A8S']",Liquid,2010-02-18 23:06:28
X5D,[],Liquid,2017-10-10 10:27:57
GK1,['G1K'],Liquid,2021-06-28 13:27:23
XL7,[],Gas,2017-12-09 15:59:55
1XO,"['1XO', 'OX1']",Liquid,2010-07-14 15:42:23
7XV,"['X7V', 'XV7']",Liquid,2020-03-19 07:39:00
TX9,[],Gas,2013-09-01 01:52:40
I1K,['K1I'],Solid,2015-09-09 23:32:48
NY5,"['YN5', 'YN5', 'Y5N']",Gas,2018-10-28 13:31:49
8TK,['KT8'],Gas,2016-11-03 10:28:52
E6J,['JE6'],Solid,2014-05-07 19:24:57
N2V,"['N2V', 'VN2', 'VN2']",Solid,2016-12-19 14:34:08
2MQ,['Q2M'],Solid,2020-05-15 16:12:47
4VH,"['4VH', 'VH4', 'HV4']",Solid,2010-07-14 16:24:29
S1I,"['I1S', 'IS1']",Liquid,2014-04-22 08:18:28
SW0,"['W0S', '0SW', 'W0S']",Gas,2020-02-06 08:45:03
9GY,[],Solid,2016-02-07 10:23:06
GS6,['G6S'],Gas,2010-09-16 22:23:51
I4C,"['IC4', 'I4C']",Solid,2013-04-03 16:36:11
V9N,"['V9N', 'N9V']",Gas,2017-07-25 18:46:52
C3G,"['GC3', '3GC', 'GC3']",Liquid,2016-12-07 08:48:10
ZV0,['Z0V'],Solid,2011-11-13 20:06:52
OX9,['O9X'],Solid,2012-01-04 12:55:10
2AK,"['2AK', 'A2K']",Liquid,2014-01-03 18:31:53
2OQ,"['2OQ', 'OQ2', '2OQ']",Gas,2021-06-02 11:29:11
V9C,"['9CV', 'C9V', '9CV']",Liquid,2015-01-05 12:46:06
H7Y,"['7YH', '7HY', 'H7Y']",Gas,2013-02-22 15:18:28
BN4,"['4NB', 'N4B']",Liquid,2017-07-12 07:25:15
5DR,"['RD5', '5RD']",Gas,2017-10-12 11:26:48
8HG,['G8H'],Solid,2012-09-10 04:03:21
DG9,[],Gas,2015-03-02 14:12:01
YX3,['Y3X'],Solid,2013-06-13 01:09:03
4PK,"['KP4', '4PK', 'PK4']",Gas,2014-12-14 10:59:43
P7Q,[],Liquid,2015-08-29 16:04:56
E9E,['E9E'],Gas,2015-10-20 08:04:01
4FA,['FA4'],Solid,2013-01-30 23:09:31
XH7,"['XH7', '7XH', 'HX7']",Gas,2015-05-02 14:29:54
IU3,[],Liquid,2018-08-07 06:32:16
ON0,"['O0N', '0ON']",Liquid,2012-07-02 15:34:39
I5T,['TI5'],Solid,2010-02-12 05:48:10
9JT,"['J9T', '9JT']",Gas,2014-09-25 09:08:23
J7B,['J7B'],Liquid,2021-08-10 15:25:37
B2A,[],Gas,2013-06-10 20:05:40
JE3,"['3JE', 'JE3']",Liquid,2019-07-11 12:55:56
D6U,['6UD'],Solid,2017-02-10 16:38:36
4EL,[],Gas,2015-10-19 13:29:18
G4J,"['JG4', 'JG4', 'G4J']",Liquid,2016-01-18 04:11:56
XJ2,"['J2X', '2XJ', '2JX']",Solid,2010-12-04 16:26:49
J1C,['1JC'],Solid,2011-05-23 17:42:49
J5Z,[],Solid,2014-12-07 08:55:17
0AK,['K0A'],Solid,2014-09-12 19:56:34
N5R,"['5NR', 'RN5']",Liquid,2013-10-28 18:51:03
V2X,"['V2X', 'X2V', 'X2V']",Liquid,2017-07-22 20:33:30
M7B,"['7MB', 'M7B']",Liquid,2011-06-24 09:39:04
Y7X,[],Solid,2018-10-31 18:07:20
H5G,"['G5H', '5HG']",Solid,2010-07-26 19:39:21
OY7,[],Gas,2021-08-13 05:13:11
LD9,"['LD9', '9LD']",Gas,2010-12-30 07:28:53
6LR,['L6R'],Liquid,2020-12-05 23:28:29
4ET,"['ET4', 'E4T', 'E4T']",Supercritical fluid,2013-11-28 03:32:51
0DK,"['K0D', '0DK']",Solid,2021-05-20 07:54:09
RZ4,[],Gas,2020-05-09 22:23:09
2PD,[],Liquid,2011-02-23 03:18:55
IR2,[],Gas,2020-03-19 03:42:13
GR7,"['7GR', 'G7R', 'R7G']",Gas,2012-05-05 08:21:24
WX2,[],Gas,2018-08-29 13:33:47
OE0,"['OE0', 'O0E', '0EO']",Gas,2019-08-02 01:35:55
S4O,[],Solid,2016-06-18 08:03:48
9YD,"['9DY', '9DY']",Solid,2018-02-05 19:30:16
HP5,"['P5H', 'P5H']",Solid,2011-07-02 15:32:03
3UE,[],Gas,2012-01-10 20:30:56
X5C,[],Solid,2014-02-16 02:30:17
DY7,[],Gas,2020-04-15 09:34:21
1JH,[],Liquid,2021-03-22 01:03:27
W5D,"['W5D', '5WD', 'D5W']",Gas,2014-11-13 19:40:16
2TL,"['T2L', 'LT2']",Solid,2013-06-10 15:35:25
7UI,[],Solid,2010-03-06 01:27:38
2ZL,"['LZ2', 'LZ2']",Gas,2021-10-02 17:23:24
4YZ,"['Y4Z', 'YZ4', 'YZ4']",Gas,2012-08-21 10:34:02
3QB,[],Gas,2014-03-03 19:39:43
VC3,"['C3V', 'C3V']",Gas,2015-10-01 04:25:47
7IL,['L7I'],Solid,2013-01-05 03:12:48
B3P,['P3B'],Gas,2014-04-10 23:13:51
QZ5,"['5ZQ', 'ZQ5']",Gas,2010-01-17 23:15:24
IE4,"['E4I', 'EI4', 'IE4']",Solid,2018-08-17 17:50:48
Y2A,"['AY2', 'YA2']",Solid,2021-11-13 07:34:54
8BJ,"['J8B', 'B8J']",Solid,2017-11-05 08:31:30
LL3,['3LL'],Gas,2013-03-12 17:13:16
IM7,"['I7M', 'MI7', '7IM']",Solid,2010-08-30 10:12:15
Y4R,"['R4Y', 'Y4R', '4YR']",Gas,2019-10-26 03:43:14
TE0,[],Solid,2020-05-23 21:24:21
3VM,"['MV3', '3MV']",Solid,2018-12-16 06:06:01
9DF,"['FD9', 'DF9']",Gas,2010-08-02 18:26:46
Z3A,[],Liquid,2021-03-14 17:38:12
JJ1,"['1JJ', 'J1J', 'J1J']",Solid,2011-07-01 18:39:34
YM3,['M3Y'],Solid,2014-02-16 20:47:43
S0L,[],Gas,2012-06-01 00:07:29
D0Q,['0DQ'],Solid,2017-05-11 08:43:24
BR7,[],Gas,2021-02-16 06:21:35
H4C,"['CH4', '4HC']",Liquid,2017-01-18 07:31:51
C5M,"['5CM', '5MC']",Solid,2016-09-18 13:35:30
HA8,"['HA8', 'H8A', 'H8A']",Gas,2020-03-05 16:36:26
8VM,['MV8'],Liquid,2014-08-10 18:34:15
X8Y,"['X8Y', 'Y8X']",Liquid,2013-09-08 08:46:54
5ZM,"['ZM5', 'ZM5', '5MZ']",Gas,2013-12-30 02:59:47
S4B,['BS4'],Gas,2013-07-21 23:02:09
4JY,[],Gas,2017-03-13 19:58:31
VY7,"['VY7', '7YV']",Liquid,2021-07-18 02:36:44
0XN,['NX0'],Liquid,2013-01-16 02:41:39
YP0,['0PY'],Gas,2012-02-11 20:25:06
9MC,"['CM9', 'MC9']",Gas,2011-03-31 22:13:40
KA9,['KA9'],Solid,2014-11-28 09:18:35
U1R,['U1R'],Gas,2016-02-18 17:23:04
IG7,['7IG'],Solid,2012-02-09 17:16:13
D8K,"['KD8', 'KD8', 'KD8']",Gas,2011-11-10 06:41:33
5WL,"['5LW', '5LW']",Solid,2015-10-19 08:24:51
1PA,['PA1'],Liquid,2012-07-17 11:36:50
3BA,"['B3A', 'B3A']",Gas,2010-08-17 05:00:52
LT0,"['T0L', 'L0T']",Liquid,2011-08-21 16:14:40
1GP,[],Liquid,2014-06-01 23:51:46
5JX,[],Gas,2021-12-23 21:12:26
XT7,"['7XT', 'XT7']",Gas,2010-11-22 11:48:00
YR9,[],Liquid,2011-05-24 19:55:24
2YS,[],Liquid,2020-07-04 11:35:24
ED5,['DE5'],Gas,2013-09-02 16:31:50
Y8T,['YT8'],Gas,2016-02-08 22:55:42
6JH,['6JH'],Gas,2018-06-29 17:35:39
K4Z,['4ZK'],Solid,2016-02-25 00:29:23
O0R,[],Liquid,2018-09-27 22:57:06
C3A,"['AC3', '3AC']",Liquid,2013-07-22 07:02:10
NT7,"['N7T', 'N7T']",Gas,2018-12-05 19:40:06
ZJ8,"['J8Z', '8ZJ', 'ZJ8']",Solid,2021-09-15 21:14:33
1CS,['S1C'],Solid,2019-01-03 17:22:26
0IG,[],Solid,2015-04-04 19:23:53
XT6,[],Supercritical fluid,2013-07-25 05:58:55
JO7,['J7O'],Liquid,2016-02-07 09:03:15
ST1,['TS1'],Liquid,2010-09-12 04:07:58
1US,"['U1S', '1US']",Gas,2013-04-02 02:28:10
ND4,"['ND4', 'DN4']",Solid,2016-01-03 09:37:36
RD8,"['R8D', '8RD']",Gas,2014-02-08 10:05:22
7MM,"['7MM', '7MM', '7MM']",Liquid,2020-09-06 06:37:50
9FF,['FF9'],Solid,2017-09-12 21:36:06
5VE,"['5EV', 'VE5', '5VE']",Solid,2016-09-28 23:01:00
UD4,['4UD'],Solid,2013-01-09 21:00:05
AL7,"['AL7', 'LA7', '7AL']",Solid,2018-11-30 11:12:33
2KK,[],Gas,2019-08-10 19:36:54
0CU,"['CU0', 'CU0']",Liquid,2015-06-02 16:38:47
L4Z,"['ZL4', '4ZL']",Liquid,2018-10-24 16:35:15
P9Y,"['P9Y', '9YP']",Solid,2010-01-17 04:34:45
TK7,['7KT'],Gas,2017-06-12 11:07:39
S5R,"['S5R', 'RS5']",Solid,2013-12-20 22:15:19
0MO,[],Solid,2016-04-24 09:10:33
O2T,"['T2O', '2TO']",Liquid,2021-03-04 22:01:38
R7S,[],Gas,2015-10-13 02:25:16
6PD,[],Solid,2016-11-01 05:41:53
1LU,"['L1U', 'L1U', '1UL']",Gas,2013-05-18 08:51:58
MK9,"['KM9', '9KM']",Liquid,2011-07-17 09:25:21
M4R,"['RM4', 'RM4', 'R4M']",Gas,2013-10-26 17:28:42
5MV,['V5M'],Solid,2013-01-28 20:43:23
4MM,"['4MM', 'MM4']",Liquid,2015-12-16 06:46:02
1HJ,['H1J'],Liquid,2010-06-12 17:00:39
MS0,"['M0S', 'SM0']",Gas,2012-08-30 22:00:18
U8C,"['U8C', 'U8C']",Liquid,2019-01-28 18:53:28
U2M,[],Gas,2016-10-12 02:18:13
N9A,[],Gas,2012-11-24 12:32:09
GK8,"['K8G', 'KG8', 'KG8']",Gas,2019-07-10 05:27:39
C3A,"['3CA', 'AC3']",Solid,2018-10-30 02:56:51
7OH,"['OH7', '7OH', 'O7H']",Liquid,2016-10-14 14:40:46
Z7R,"['7RZ', '7ZR', 'Z7R']",Liquid,2018-03-03 03:58:25
9HH,"['HH9', 'HH9']",Solid,2017-07-11 11:36:29
S3V,['3VS'],Gas,2021-11-14 22:41:04
O4Z,"['OZ4', 'OZ4']",Solid,2014-01-08 22:45:10
7LM,"['L7M', 'LM7', 'ML7']",Liquid,2012-03-03 04:59:11
WN9,"['NW9', 'W9N']",Liquid,2012-12-31 20:17:05
O9X,[],Liquid,2010-08-05 13:25:27
XV7,['V7X'],Gas,2021-07-17 09:15:04
TI5,[],Gas,2015-12-21 12:35:57
IS4,"['S4I', 'IS4', 'SI4']",Solid,2018-05-01 01:36:11
O3N,"['O3N', '3ON', '3ON']",Gas,2011-06-14 02:54:00
9VD,"['9DV', 'D9V', '9DV']",Liquid,2019-12-27 11:06:09
ZS0,"['SZ0', 'Z0S', 'SZ0']",Gas,2015-05-12 20:02:25
S1P,[],Gas,2018-12-20 13:09:48
DU0,"['UD0', '0DU', '0UD']",Solid,2011-02-04 20:45:47
P5C,[],Liquid,2010-07-16 23:53:45
U9E,[],Liquid,2013-11-14 17:42:40
M9X,['MX9'],Liquid,2021-06-05 09:00:25
DE0,['DE0'],Gas,2014-03-25 04:04:55
HZ6,[],Liquid,2017-02-11 04:33:38
T5T,['T5T'],Liquid,2018-06-26 09:53:17
EK2,"['E2K', 'E2K']",Liquid,2014-04-26 13:45:51
7AW,"['A7W', 'W7A', 'AW7']",Gas,2020-12-10 15:57:59
VT0,['VT0'],Solid,2020-05-09 06:21:01
6IS,[],Liquid,2010-05-03 19:37:35
UY6,['YU6'],Solid,2018-04-20 19:06:31
V8Q,['VQ8'],Gas,2010-11-20 18:42:39
I9Q,[],Liquid,2014-01-17 17:20:36
M7C,"['7CM', 'CM7', '7CM']",Liquid,2010-07-07 10:41:08
0FJ,[],Liquid,2021-01-01 16:07:11
6KE,['E6K'],Solid,2017-11-14 17:43:18
VO0,"['OV0', '0OV', '0OV']",Liquid,2017-02-06 13:32:12
NL1,"['1NL', 'NL1', 'N1L']",Gas,2015-11-19 17:56:42
7XW,[],Solid,2013-04-20 15:01:04
XL9,"['LX9', '9XL']",Gas,2014-12-06 01:45:58
V2S,"['VS2', '2VS', '2VS']",Liquid,2014-12-11 20:32:18
Z0O,"['Z0O', 'OZ0', 'ZO0']",Liquid,2013-05-14 03:23:31
1HP,"['P1H', 'H1P', 'H1P']",Gas,2021-05-28 04:48:24
CN0,"['0NC', '0NC']",Solid,2013-01-18 15:23:18
N5I,['IN5'],Solid,2013-03-29 15:13:20
9WG,"['GW9', 'G9W', '9GW']",Liquid,2018-01-22 22:53:48
C6Q,"['Q6C', 'C6Q', 'C6Q']",Gas,2010-11-11 19:09:02
2JM,"['MJ2', 'MJ2']",Solid,2019-04-05 04:09:26
5NS,"['5NS', 'N5S', 'N5S']",Gas,2015-07-22 04:28:04
O5J,"['O5J', '5OJ']",Gas,2021-08-31 16:58:07
CW5,['5WC'],Liquid,2019-07-12 19:56:38
1BK,['BK1'],Gas,2017-02-18 07:28:55
O9D,"['9DO', 'O9D', 'DO9']",Solid,2021-01-05 08:48:45
AG2,"['G2A', 'AG2', 'A2G']",Solid,2017-05-24 05:34:05
1YV,[],Gas,2015-06-30 00:30:33
3PH,['P3H'],Solid,2014-01-26 19:21:00
L0K,[],Gas,2021-12-27 18:51:01
V6I,['6IV'],Gas,2021-07-10 04:59:35
PV2,['PV2'],Liquid,2018-07-13 20:46:49
8ZZ,[],Solid,2011-06-24 15:52:13
N7U,[],Gas,2020-04-09 01:12:56
XG3,['G3X'],Solid,2010-03-22 05:30:57
N9K,[],Solid,2012-03-05 01:16:51
MZ7,"['Z7M', 'MZ7']",Gas,2012-02-14 01:22:33
F0W,"['W0F', '0FW']",Solid,2013-12-23 04:50:05
8FS,"['FS8', 'FS8']",Liquid,2021-06-22 02:12:23
XS1,[],Solid,2014-09-16 23:30:01
V6H,['H6V'],Gas,2014-09-13 21:52:31
7ZA,"['A7Z', 'AZ7', 'Z7A']",Liquid,2011-01-15 05:49:26
U2L,['L2U'],Gas,2011-11-29 11:02:57
BE0,"['EB0', 'BE0']",Gas,2018-12-06 02:26:42
EF1,"['E1F', 'E1F', 'F1E']",Solid,2019-03-10 03:18:47
Y2J,"['2YJ', '2JY']",Liquid,2019-04-16 17:57:09
5PP,[],Solid,2021-06-17 07:32:35
Y8P,"['8PY', 'YP8', '8YP']",Liquid,2016-12-05 04:08:09
E1J,"['1EJ', 'EJ1', '1JE']",Solid,2019-01-21 06:21:40
7IL,['L7I'],Liquid,2019-06-02 01:11:34
VS2,[],Liquid,2010-07-08 09:54:33
LE8,['8LE'],Gas,2019-08-12 10:15:28
VT6,['6VT'],Liquid,2013-10-10 21:49:00
W3M,[],Solid,2019-11-28 02:51:15
KX6,"['6KX', '6KX']",Solid,2017-11-10 23:45:45
6LK,[],Liquid,2018-09-13 15:14:51
2RG,[],Solid,2015-05-14 21:11:08
P8F,['F8P'],Liquid,2015-10-25 02:06:04
4QS,['Q4S'],Gas,2021-11-26 23:14:20
XW8,[],Gas,2018-02-25 03:24:08
2DY,"['2DY', 'Y2D']",Liquid,2020-11-18 13:06:45
TV7,[],Gas,2015-03-30 16:01:58
O1D,"['1OD', 'OD1', 'O1D']",Solid,2014-01-21 17:56:59
5JN,['5JN'],Gas,2016-06-08 21:56:11
L3J,['J3L'],Solid,2011-07-19 04:51:08
AL4,[],Liquid,2014-01-26 14:18:27
6IN,[],Solid,2013-12-14 00:05:27
7NB,['7BN'],Solid,2016-04-17 11:06:58
6XB,"['6XB', 'X6B']",Solid,2010-07-14 16:34:34
3CL,"['3CL', '3CL']",Liquid,2010-11-23 22:51:39
A9F,"['AF9', 'F9A', '9AF']",Gas,2014-06-16 17:36:49
NT4,['4TN'],Gas,2010-08-29 17:04:34
9GN,"['9GN', 'NG9', 'GN9']",Liquid,2010-06-17 10:11:50
EQ6,"['EQ6', '6EQ']",Gas,2012-05-07 09:21:06
HV6,"['VH6', '6HV']",Gas,2018-09-24 18:46:20
N7Z,"['ZN7', 'ZN7']",Solid,2020-07-22 14:01:31
XF6,['X6F'],Liquid,2013-09-30 07:28:47
8QO,"['QO8', 'O8Q']",Solid,2019-07-05 06:01:32
Z0I,[],Solid,2011-01-23 10:11:55
C1G,"['G1C', 'GC1']",Solid,2018-03-11 11:01:51
FX5,"['5FX', '5XF', 'X5F']",Solid,2013-05-05 07:02:27
G8Q,"['GQ8', '8GQ', 'QG8']",Liquid,2011-07-13 10:42:47
AJ8,"['8JA', '8JA', 'JA8']",Liquid,2015-02-26 03:20:26
O6R,['OR6'],Gas,2012-06-22 10:14:49
JZ7,"['J7Z', 'J7Z']",Gas,2018-05-09 18:40:04
EK9,"['E9K', '9KE', 'EK9']",Solid,2015-04-11 14:05:29
4XK,['K4X'],Liquid,2011-01-24 20:05:27
ML4,"['4LM', '4LM', '4LM']",Liquid,2010-05-24 07:51:24
2GX,"['X2G', 'GX2', '2GX']",Liquid,2020-05-20 07:37:50
UM9,['UM9'],Liquid,2015-08-08 17:27:40
E2Y,"['Y2E', '2YE', '2YE']",Solid,2010-10-14 17:54:40
1DA,[],Solid,2014-01-21 07:18:36
RR5,"['RR5', 'R5R']",Solid,2017-11-06 12:51:40
CY4,['4CY'],Gas,2020-06-30 06:07:34
YU5,"['UY5', 'UY5']",Gas,2013-02-16 04:55:45
FA3,[],Gas,2021-07-05 06:36:52
U1M,"['U1M', 'UM1']",Solid,2010-04-04 14:41:00
9KF,[],Liquid,2020-12-13 08:27:17
R5R,"['R5R', '5RR']",Liquid,2011-07-05 23:01:51
BP0,"['0BP', 'BP0', 'P0B']",Liquid,2010-02-12 10:11:13
U8X,"['XU8', 'UX8', '8UX']",Liquid,2011-04-08 15:27:11
9NS,"['SN9', '9NS', 'SN9']",Gas,2020-06-08 20:16:16
1XS,[],Gas,2011-08-17 13:45:15
X2G,['X2G'],Gas,2013-03-29 05:31:07
IK8,[],Gas,2014-10-17 03:07:42
NW5,"['5NW', 'NW5', 'NW5']",Gas,2011-01-04 18:24:25
7CL,[],Solid,2017-12-07 02:47:07
7ZA,"['ZA7', '7ZA']",Gas,2013-03-07 02:12:56
1SF,[],Liquid,2019-05-06 20:25:10
3NI,[],Liquid,2018-04-13 18:02:42
2UB,"['U2B', '2UB', 'BU2']",Solid,2017-05-22 10:58:59
GL4,"['LG4', 'LG4']",Liquid,2021-11-30 07:41:06
0YE,[],Gas,2014-11-06 12:36:03
C9H,"['9CH', '9CH']",Solid,2013-01-10 02:45:43
1PP,"['P1P', 'P1P', 'PP1']",Liquid,2013-08-24 11:43:21
3RQ,"['3QR', '3RQ', 'RQ3']",Liquid,2011-10-02 15:35:24
3PE,['E3P'],Solid,2019-01-16 13:09:40
4HI,"['4IH', 'HI4']",Liquid,2011-11-26 20:02:50
BC8,"['CB8', 'B8C', 'BC8']",Solid,2013-07-27 00:46:51
2DW,"['W2D', 'D2W', '2WD']",Gas,2016-02-22 20:59:22
A0P,[],Gas,2014-11-11 14:41:43
3CX,"['3XC', 'XC3', 'XC3']",Solid,2011-05-24 17:57:54
S2J,['SJ2'],Liquid,2013-12-08 05:56:36
E4T,"['4ET', 'T4E']",Gas,2016-04-22 16:06:43
M3J,[],Gas,2020-07-04 08:47:24
IX0,"['XI0', '0XI', 'I0X']",Gas,2011-11-12 06:11:01
4IN,"['N4I', '4NI', 'IN4']",Solid,2017-05-02 19:38:22
F4Y,"['YF4', 'F4Y', '4YF']",Liquid,2012-07-27 08:38:56
S6W,"['6SW', 'S6W', 'WS6']",Gas,2020-03-09 06:38:52
DW2,['D2W'],Solid,2021-01-03 20:30:55
AW3,[],Gas,2010-12-27 12:52:55
8SV,"['SV8', 'V8S', 'SV8']",Liquid,2011-04-29 00:24:43
XT3,['X3T'],Liquid,2012-06-06 03:03:33
4RC,"['4RC', 'RC4', 'RC4']",Solid,2011-07-01 00:15:01
F2S,['F2S'],Liquid,2019-03-09 09:31:47
GY9,"['9GY', 'Y9G']",Liquid,2017-10-24 06:22:06
MK5,['5KM'],Solid,2014-01-30 21:27:34
HH8,['H8H'],Liquid,2021-11-19 13:47:00
4WA,"['AW4', 'W4A']",Gas,2021-12-25 14:29:12
E2I,['2EI'],Gas,2013-11-21 23:16:43
8VN,['V8N'],Gas,2014-08-18 03:45:29
B5W,"['B5W', 'W5B']",Solid,2010-08-04 06:06:18
3QJ,"['Q3J', 'JQ3', 'QJ3']",Solid,2019-01-12 01:46:35
SH4,['4HS'],Liquid,2011-12-01 14:11:48
6EW,"['E6W', 'EW6', '6WE']",Liquid,2018-01-01 14:03:20
TM6,['6MT'],Liquid,2020-08-22 22:39:26
O5U,"['5OU', 'O5U']",Gas,2017-07-28 17:27:51
HB9,"['9BH', 'H9B', 'HB9']",Liquid,2020-10-17 17:12:30
9CJ,"['JC9', '9JC']",Gas,2012-01-04 05:24:04
YA8,"['Y8A', 'YA8', '8YA']",Gas,2015-11-29 10:31:44
2PU,[],Liquid,2011-05-17 09:27:48
N8H,"['NH8', '8NH', 'H8N']",Liquid,2019-03-28 10:56:59
Q1Q,"['1QQ', 'QQ1', '1QQ']",Solid,2012-02-22 05:49:37
DA8,[],Liquid,2014-08-03 07:20:29
3NQ,"['QN3', 'N3Q', 'N3Q']",Gas,2019-11-24 22:24:56
EJ1,"['J1E', 'JE1']",Gas,2012-08-27 01:09:55
UU8,"['8UU', 'U8U', 'U8U']",Gas,2016-01-02 11:19:29
YR9,[],Solid,2010-11-28 03:40:00
1MM,"['MM1', '1MM', 'MM1']",Solid,2013-01-29 09:43:55
FZ9,[],Gas,2021-04-09 08:27:34
0PO,['0PO'],Solid,2014-03-05 23:16:09
3JJ,[],Solid,2021-11-24 04:00:50
J2H,"['HJ2', '2JH', 'J2H']",Gas,2012-03-06 22:31:39
F0X,[],Liquid,2019-02-13 10:08:48
YB9,[],Solid,2015-09-22 05:43:07
6OW,"['6WO', 'W6O']",Gas,2011-05-04 15:40:14
G3E,['3EG'],Liquid,2017-04-16 06:36:26
P9O,['9OP'],Gas,2015-12-16 20:17:38
PZ7,[],Liquid,2017-01-27 06:48:16
9MZ,"['ZM9', '9MZ']",Solid,2017-01-01 23:41:17
5PU,['5PU'],Plasma,2017-04-19 20:01:18
5LZ,[],Solid,2020-05-17 13:36:15
SR8,['8SR'],Liquid,2012-07-11 14:22:55
O6G,"['6GO', 'OG6', 'G6O']",Gas,2012-08-30 13:32:37
K3W,['W3K'],Solid,2019-03-24 11:39:48
W6L,['L6W'],Liquid,2015-12-09 17:05:22
H4S,[],Liquid,2017-08-06 12:14:59
8TC,"['T8C', '8TC', '8TC']",Liquid,2013-09-15 05:03:58
W9J,['W9J'],Liquid,2017-10-30 22:58:29
ER3,"['3ER', 'RE3']",Solid,2010-02-24 08:19:31
0HK,"['H0K', 'KH0']",Liquid,2013-04-25 01:17:29
T1Q,"['T1Q', 'TQ1', 'QT1']",Solid,2018-03-21 23:42:28
3BA,"['BA3', 'A3B', '3BA']",Liquid,2011-02-19 19:57:07
I0Q,"['IQ0', '0QI']",Liquid,2021-07-10 06:19:53
T2I,[],Solid,2018-01-30 15:29:32
0XB,['0XB'],Liquid,2011-06-17 04:46:40
2WS,[],Gas,2015-07-01 14:21:36
O4Y,['O4Y'],Liquid,2014-09-18 03:49:38
7WL,['WL7'],Gas,2014-04-05 04:18:53
W2Q,['Q2W'],Liquid,2020-11-20 09:03:53
QR2,[],Gas,2016-10-09 19:36:04
J3L,"['L3J', 'JL3', 'JL3']",Solid,2020-04-09 00:31:46
FX1,"['X1F', '1XF', '1XF']",Gas,2020-01-31 08:06:26
4FR,"['4FR', 'R4F']",Solid,2020-12-26 05:47:48
ZF2,"['FZ2', 'FZ2', '2ZF']",Liquid,2020-07-24 23:15:18
U1C,"['C1U', 'CU1', 'U1C']",Liquid,2020-11-04 08:28:37
N6C,[],Liquid,2012-10-31 21:43:54
6ZO,"['ZO6', 'Z6O']",Liquid,2019-12-22 13:13:41
NB9,"['N9B', 'BN9']",Liquid,2021-07-15 11:43:29
1QS,"['S1Q', 'Q1S', 'S1Q']",Liquid,2013-02-07 18:09:12
8KM,[],Gas,2021-04-01 20:15:56
GX9,"['X9G', 'X9G', 'GX9']",Solid,2012-04-27 09:48:25
RP7,"['R7P', 'PR7', '7PR']",Solid,2017-12-27 05:23:28
I7C,"['7IC', 'CI7']",Gas,2013-12-04 05:02:10
F8P,"['PF8', 'P8F']",Gas,2010-10-23 01:13:34
T7R,[],Liquid,2017-10-11 19:44:34
YX4,[],Solid,2021-07-18 15:19:25
4XN,['N4X'],Gas,2017-07-19 23:28:53
H6K,['6KH'],Solid,2018-07-09 06:15:48
XC2,"['C2X', 'C2X', '2CX']",Liquid,2010-03-07 12:36:07
8NA,"['A8N', 'A8N']",Liquid,2016-03-23 16:53:21
N8H,[],Solid,2014-05-27 03:04:54
P9R,[],Liquid,2017-10-07 12:22:56
AO4,['O4A'],Solid,2017-08-18 10:42:15
XL0,"['0LX', 'L0X']",Gas,2010-03-19 02:46:05
T0L,"['LT0', 'T0L']",Solid,2021-07-11 16:19:20
9AD,"['AD9', 'D9A']",Gas,2020-12-11 09:19:31
BD7,[],Liquid,2010-06-30 14:44:34
BV2,"['VB2', 'BV2']",Liquid,2017-04-04 03:55:59
7RJ,[],Liquid,2011-01-16 00:05:40
SZ9,[],Liquid,2012-03-01 02:38:28
VA2,"['V2A', 'V2A', '2VA']",Gas,2010-10-18 09:58:43
ZI1,"['I1Z', 'I1Z', 'IZ1']",Gas,2019-02-20 04:51:28
A5I,"['5AI', 'IA5', 'A5I']",Gas,2018-12-21 14:14:49
K0H,[],Liquid,2019-10-13 04:54:10
Z9I,"['IZ9', '9ZI']",Gas,2017-04-05 20:48:56
EG6,"['G6E', 'E6G']",Liquid,2015-12-06 08:05:14
I1V,"['V1I', 'IV1']",Solid,2013-11-11 09:01:51
9RS,['S9R'],Liquid,2015-08-03 07:38:54
7BR,['7RB'],Liquid,2020-06-26 15:48:44
N7M,"['M7N', 'N7M']",Solid,2014-06-20 10:24:59
K8J,['J8K'],Gas,2016-10-06 21:49:38
3GA,[],Liquid,2016-09-12 23:13:22
H5D,[],Gas,2015-03-23 19:04:24
QE3,"['EQ3', 'QE3', 'Q3E']",Liquid,2015-05-05 13:45:31
H5X,[],Gas,2019-10-03 03:34:27
U1U,"['UU1', 'UU1', 'U1U']",Liquid,2017-04-17 09:59:41
4SL,['4LS'],Gas,2015-10-31 07:45:25
YD8,"['DY8', 'DY8', '8DY']",Gas,2021-06-19 06:05:24
5MU,"['U5M', 'M5U']",Gas,2021-12-09 04:22:23
F5P,[],Solid,2014-06-12 04:27:32
N1W,['1NW'],Solid,2020-04-09 18:26:39
N7Y,[],Liquid,2019-04-02 16:49:24
HC9,[],Liquid,2019-03-04 07:47:58
